Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
10010000	-9.323309	436	1.413458	1.413458	0.037876	0.962124	0.997322	0.002678	
10011000	-7.480056	49	3.930081	3.930081	0.068241	0.931759	0.997922	0.002078	
10012000	-7.561933	93	3.364768	3.364768	0.077622	0.922378	0.902167	0.097833	
10013000	-11.264664	173	0.556912	0.556912	0.002726	0.997274	0.917176	0.082824	
10014000	-7.833851	342	2.580127	2.580127	0.066949	0.933051	0.986999	0.013001	
10015000	-7.445175	314	5.724523	5.724523	0.228749	0.771251	0.987428	0.012572	
10016000	-7.963852	420	3.127503	3.127503	0.068713	0.931287	0.987869	0.012131	
10017000	-8.685531	177	1.921641	1.921641	0.043408	0.956592	0.989647	0.010353	
10018000	-8.174756	42	2.837013	2.837013	0.085080	0.914920	0.970426	0.029574	
10019000	-7.777693	53	4.201369	4.201369	0.114318	0.885682	0.984384	0.015616	
10020000	-9.897862	42	1.033325	1.033325	0.013104	0.986896	0.989377	0.010623	
10021000	-7.647114	132	4.655537	4.655537	0.129531	0.870469	0.994594	0.005406	
10022000	-7.612814	233	4.121871	4.121871	0.092128	0.907872	0.977051	0.022949	
10023000	-8.653197	315	3.194048	3.194048	0.090650	0.909350	0.939429	0.060571	
10024000	-8.708549	170	1.955637	1.955637	0.031503	0.968497	0.991570	0.008430	
10025000	-8.591832	128	2.733116	2.733116	0.044822	0.955178	0.954052	0.045948	
10026000	-9.997554	481	0.891082	0.891082	0.017591	0.982409	0.997460	0.002540	
10027000	-8.536973	431	1.572423	1.572423	0.016552	0.983448	0.996492	0.003508	
10028000	-12.686084	358	0.377116	0.377116	0.001446	0.998554	0.996835	0.003165	
10029000	-8.503558	76	2.448494	2.448494	0.045006	0.954994	0.994722	0.005278	
10030000	-8.404583	139	1.958606	1.958606	0.038569	0.961431	0.988660	0.011340	
10031000	-8.451128	429	2.478879	2.478879	0.051859	0.948141	0.988520	0.011480	
10032000	-9.194454	310	1.200483	1.200483	0.017497	0.982503	0.992755	0.007245	
10033000	-9.618761	480	1.076715	1.076715	0.012758	0.987242	0.997508	0.002492	
10034000	-8.238974	135	1.635586	1.635586	0.051155	0.948845	0.995636	0.004364	
10035000	-8.152089	313	2.241299	2.241299	0.026444	0.973556	0.999614	0.000386	
10036000	-7.271920	40	4.053194	4.053194	0.116416	0.883584	0.864162	0.135838	
10037000	-8.785991	72	1.589588	1.589588	0.032877	0.967123	0.987493	0.012507	
10038000	-9.109592	311	2.560670	2.560670	0.074331	0.925669	0.629108	0.370892	
10039000	-8.484373	227	2.302358	2.302358	0.046971	0.953029	0.803933	0.196067	
10040000	-8.317544	157	2.734444	2.734444	0.118171	0.881829	0.988846	0.011154	
10041000	-8.168100	317	3.367205	3.367205	0.117371	0.882629	0.969202	0.030798	
10042000	-8.904059	9	1.926084	1.926084	0.033251	0.966749	0.994739	0.005261	
10043000	-9.934916	234	1.027595	1.027595	0.010459	0.989541	0.999479	0.000521	
10044000	-8.616010	73	1.789442	1.789442	0.034824	0.965176	0.987569	0.012431	
10045000	-7.547968	135	2.639077	2.639077	0.097351	0.902649	0.992266	0.007734	
10046000	-8.643500	127	2.251700	2.251700	0.037755	0.962245	0.617260	0.382740	
10047000	-7.435218	295	2.535544	2.535544	0.030494	0.969506	0.673114	0.326886	
10048000	-9.548984	112	1.139950	1.139950	0.011256	0.988744	0.998694	0.001306	
10049000	-7.749434	267	2.272002	2.272002	0.038390	0.961610	0.988353	0.011647	
10050000	-7.541712	241	2.902319	2.902319	0.062659	0.937341	0.994848	0.005152	
10051000	-9.198074	59	1.168951	1.168951	0.011625	0.988375	0.910848	0.089152	
10052000	-9.693828	465	0.972048	0.972048	0.013628	0.986372	0.995181	0.004819	
10053000	-7.844829	431	2.443591	2.443591	0.038682	0.961318	0.994218	0.005782	
10054000	-10.381050	144	1.271353	1.271353	0.032900	0.967100	0.998585	0.001415	
10055000	-8.483433	198	1.729644	1.729644	0.034344	0.965656	0.993841	0.006159	
10056000	-8.804819	20	2.040764	2.040764	0.035263	0.964737	0.995904	0.004096	
10057000	-8.141233	341	3.837441	3.837441	0.113380	0.886620	0.987049	0.012951	
10058000	-11.107798	157	0.673083	0.673083	0.011584	0.988416	0.997416	0.002584	
10059000	-8.152014	83	4.090490	4.090490	0.206928	0.793072	0.730937	0.269063	
10060000	-8.715879	210	1.537428	1.537428	0.055388	0.944612	0.995079	0.004921	
10061000	-8.593821	390	1.608563	1.608563	0.038796	0.961204	0.992846	0.007154	
10062000	-7.527550	373	4.505960	4.505960	0.154652	0.845348	0.992357	0.007643	
10063000	-7.744689	127	5.310321	5.310321	0.162364	0.837636	0.610560	0.389440	
10064000	-8.719679	57	1.868046	1.868046	0.014457	0.985543	0.988183	0.011817	
10065000	-9.827872	458	1.145752	1.145752	0.018319	0.981681	0.996620	0.003380	
10066000	-8.454626	126	1.995243	1.995243	0.036799	0.963201	0.999106	0.000894	
10067000	-10.402489	401	0.990245	0.990245	0.015228	0.984772	0.984373	0.015627	
10068000	-9.777512	405	0.952796	0.952796	0.020022	0.979978	0.996901	0.003099	
10069000	-8.446002	205	2.143464	2.143464	0.041937	0.958063	0.812254	0.187746	
10070000	-9.399558	270	1.201020	1.201020	0.014064	0.985936	0.999822	0.000178	
10071000	-7.702550	4	4.465824	4.465824	0.131733	0.868267	0.987401	0.012599	
10072000	-8.194875	368	2.338636	2.338636	0.032933	0.967067	0.981714	0.018286	
10073000	-10.898237	27	0.864576	0.864576	0.012256	0.987744	0.989949	0.010051	
10074000	-8.035846	153	3.386604	3.386604	0.108495	0.891505	0.960151	0.039849	
10075000	-8.942763	449	2.030232	2.030232	0.030887	0.969113	0.991912	0.008088	
10076000	-7.799929	351	3.673442	3.673442	0.089332	0.910668	0.978089	0.021911	
10077000	-9.008678	45	1.660703	1.660703	0.024039	0.975961	0.999053	0.000947	
10078000	-8.806118	165	2.581623	2.581623	0.061387	0.938613	0.790264	0.209736	
10079000	-10.021608	88	0.902985	0.902985	0.006951	0.993049	0.988748	0.011252	
10080000	-7.990147	412	2.216236	2.216236	0.046693	0.953307	0.878041	0.121959	
10081000	-7.940312	310	2.538228	2.538228	0.055251	0.944749	0.984117	0.015883	
10082000	-7.982087	385	2.445645	2.445645	0.061969	0.938031	0.996103	0.003897	
10083000	-7.305830	138	4.716709	4.716709	0.141901	0.858099	0.984594	0.015406	
10084000	-8.093866	155	4.592612	4.592612	0.116588	0.883412	0.983530	0.016470	
10085000	-12.451558	71	0.413371	0.413371	0.004213	0.995787	0.998252	0.001748	
10086000	-6.860648	428	5.571909	5.571909	0.148170	0.851830	0.987369	0.012631	
10087000	-9.618948	73	1.070705	1.070705	0.017229	0.982771	0.992633	0.007367	
10088000	-8.277194	33	2.911105	2.911105	0.086276	0.913724	0.903848	0.096152	
10089000	-7.879169	131	5.918483	5.918483	0.169707	0.830293	0.982020	0.017980	
10090000	-10.544707	271	0.765074	0.765074	0.004898	0.995102	0.799809	0.200191	
10091000	-8.514841	95	3.677044	3.677044	0.084356	0.915644	0.991004	0.008996	
10092000	-7.644945	373	3.730226	3.730226	0.115265	0.884735	0.993936	0.006064	
10093000	-8.638435	500	1.488106	1.488106	0.012938	0.987062	0.999750	0.000250	
10094000	-7.705024	320	2.734666	2.734666	0.054100	0.945900	0.996365	0.003635	
10095000	-7.654568	319	4.888425	4.888425	0.230121	0.769879	0.992198	0.007802	
10096000	-8.864566	127	1.974898	1.974898	0.029459	0.970541	0.617832	0.382168	
10097000	-7.965690	316	2.912991	2.912991	0.050729	0.949271	0.993955	0.006045	
10098000	-8.127729	309	3.275332	3.275332	0.071912	0.928088	0.983058	0.016942	
10099000	-8.747963	271	1.767312	1.767312	0.025292	0.974708	0.797426	0.202574	
10100000	-8.613516	152	3.136749	3.136749	0.086045	0.913955	0.973605	0.026395	
10101000	-8.101140	163	3.534025	3.534025	0.099256	0.900744	0.975940	0.024060	
10102000	-8.788089	86	1.213504	1.213504	0.011581	0.988419	0.994631	0.005369	
10103000	-7.955170	327	4.920957	4.920957	0.167735	0.832265	0.965895	0.034105	
10104000	-8.265249	244	3.102692	3.102692	0.068942	0.931058	0.873588	0.126412	
10105000	-9.130528	64	1.651021	1.651021	0.019050	0.980950	0.989422	0.010578	
10106000	-7.376697	295	2.674770	2.674770	0.033791	0.966209	0.672830	0.327170	
10107000	-10.461003	220	0.831069	0.831069	0.006030	0.993970	0.994607	0.005393	
10108000	-8.895865	242	1.453899	1.453899	0.014770	0.985230	0.983383	0.016617	
10109000	-7.656268	281	3.329083	3.329083	0.052721	0.947279	0.985231	0.014769	
10110000	-8.710646	263	2.239831	2.239831	0.040934	0.959066	0.969569	0.030431	
10111000	-11.115630	132	0.666963	0.666963	0.003416	0.996584	0.999451	0.000549	
10112000	-7.598163	307	4.575725	4.575725	0.170650	0.829350	0.940728	0.059272	
10113000	-8.992866	123	2.336989	2.336989	0.034307	0.965693	0.995263	0.004737	
10114000	-7.657815	158	3.601767	3.601767	0.119634	0.880366	0.976874	0.023126	
10115000	-7.761651	407	2.485135	2.485135	0.085272	0.914728	0.991554	0.008446	
10116000	-7.802272	420	3.652562	3.652562	0.088674	0.911326	0.985368	0.014632	
10117000	-9.031651	456	2.146017	2.146017	0.040076	0.959924	0.997417	0.002583	
10118000	-8.085626	312	3.183423	3.183423	0.065944	0.934056	0.796364	0.203636	
10119000	-8.059242	327	3.925350	3.925350	0.119272	0.880728	0.973644	0.026356	
10120000	-10.858184	128	0.819138	0.819138	0.004702	0.995298	0.986285	0.013715	
10121000	-7.698485	145	1.782500	1.782500	0.027019	0.972981	0.850491	0.149509	
10122000	-9.305212	484	0.993901	0.993901	0.009986	0.990014	0.995535	0.004465	
10123000	-11.487432	250	0.436756	0.436756	0.002073	0.997927	0.998351	0.001649	
10124000	-7.836631	437	5.575669	5.575669	0.218955	0.781045	0.935975	0.064025	
10125000	-8.123586	310	2.207503	2.207503	0.044538	0.955462	0.986312	0.013688	
10126000	-8.719856	252	1.564715	1.564715	0.032407	0.967593	0.992147	0.007853	
10127000	-10.333014	62	0.870167	0.870167	0.008842	0.991158	0.998913	0.001087	
10128000	-8.383318	460	2.029587	2.029587	0.038879	0.961121	0.997474	0.002526	
10129000	-9.076405	36	1.498326	1.498326	0.022272	0.977728	0.999380	0.000620	
10130000	-9.622329	84	1.183070	1.183070	0.014374	0.985626	0.998014	0.001986	
10131000	-8.371933	376	2.146846	2.146846	0.037064	0.962936	0.992552	0.007448	
10132000	-8.080324	353	4.246157	4.246157	0.112835	0.887165	0.983138	0.016862	
10133000	-9.848470	353	1.269264	1.269264	0.013283	0.986717	0.995414	0.004586	
10134000	-9.270434	438	1.239334	1.239334	0.011045	0.988955	0.867077	0.132923	
10135000	-9.702970	168	1.061462	1.061462	0.016254	0.983746	0.994304	0.005696	
10136000	-9.787757	307	0.960360	0.960360	0.011150	0.988850	0.988275	0.011725	
10137000	-8.338941	125	1.416137	1.416137	0.024848	0.975152	0.998496	0.001504	
10138000	-8.466741	257	2.340493	2.340493	0.064428	0.935572	0.985713	0.014287	
10139000	-9.030077	133	2.136315	2.136315	0.030613	0.969387	0.994047	0.005953	
10140000	-10.201710	64	0.997983	0.997983	0.007112	0.992888	0.993700	0.006300	
10141000	-7.924364	82	1.823456	1.823456	0.036000	0.964000	0.867534	0.132466	
10142000	-10.408237	392	1.042347	1.042347	0.008395	0.991605	0.999792	0.000208	
10143000	-8.834232	184	1.812127	1.812127	0.044501	0.955499	0.986910	0.013090	
10144000	-8.870211	339	2.053601	2.053601	0.077115	0.922885	0.990484	0.009516	
10145000	-8.241205	465	2.077971	2.077971	0.054729	0.945271	0.989327	0.010673	
10146000	-7.982780	138	2.110477	2.110477	0.035340	0.964660	0.993927	0.006073	
10147000	-9.809756	238	1.038257	1.038257	0.015529	0.984471	0.995817	0.004183	
10148000	-7.612869	333	2.998827	2.998827	0.097488	0.902512	0.993171	0.006829	
10149000	-7.332731	112	6.362406	6.362406	0.213059	0.786941	0.990576	0.009424	
10150000	-9.464897	364	1.485429	1.485429	0.016055	0.983945	0.784613	0.215387	
10151000	-7.978459	46	2.800870	2.800870	0.034571	0.965429	0.994491	0.005509	
10152000	-10.146973	487	0.935809	0.935809	0.011151	0.988849	0.992716	0.007284	
10153000	-10.190884	381	0.752886	0.752886	0.005858	0.994142	0.994725	0.005275	
10154000	-9.434297	280	1.448329	1.448329	0.020489	0.979511	0.820207	0.179793	
10155000	-7.786984	407	2.432650	2.432650	0.082174	0.917826	0.991745	0.008255	
10156000	-8.060292	314	2.580046	2.580046	0.066202	0.933798	0.995041	0.004959	
10157000	-8.633582	383	1.851037	1.851037	0.043740	0.956260	0.722971	0.277029	
10158000	-7.922384	21	2.192586	2.192586	0.058015	0.941985	0.985461	0.014539	
10159000	-9.364309	52	1.122409	1.122409	0.013671	0.986329	0.996502	0.003498	
10160000	-7.881208	93	2.534345	2.534345	0.046625	0.953375	0.911576	0.088424	
10161000	-7.360292	313	4.893419	4.893419	0.107530	0.892470	0.997930	0.002070	
10162000	-9.090367	423	2.152124	2.152124	0.038914	0.961086	0.998278	0.001722	
10163000	-7.242382	428	2.902201	2.902201	0.048279	0.951721	0.994183	0.005817	
10164000	-8.503962	186	2.269041	2.269041	0.073839	0.926161	0.993176	0.006824	
10165000	-8.072375	369	2.497294	2.497294	0.051076	0.948924	0.923543	0.076457	
10166000	-7.952675	296	2.426641	2.426641	0.055500	0.944500	0.961843	0.038157	
10167000	-8.490903	413	2.194554	2.194554	0.035685	0.964315	0.980368	0.019632	
10168000	-7.437801	428	2.483239	2.483239	0.036032	0.963968	0.995123	0.004877	
10169000	-7.569690	130	4.236329	4.236329	0.139845	0.860155	0.995641	0.004359	
10170000	-7.888225	102	2.505632	2.505632	0.045065	0.954935	0.977720	0.022280	
10171000	-8.808240	301	2.766135	2.766135	0.073698	0.926302	0.994679	0.005321	
10172000	-8.636065	439	2.210178	2.210178	0.039222	0.960778	0.993099	0.006901	
10173000	-8.151125	294	2.084406	2.084406	0.051206	0.948794	0.990335	0.009665	
10174000	-9.795361	120	1.259380	1.259380	0.034412	0.965588	0.993414	0.006586	
10175000	-10.234913	346	1.062520	1.062520	0.009876	0.990124	0.829375	0.170625	
10176000	-7.198807	30	5.056050	5.056050	0.199239	0.800761	0.992606	0.007394	
10177000	-7.915105	8	3.697352	3.697352	0.155327	0.844673	0.937656	0.062344	
10178000	-8.338862	166	5.195737	5.195737	0.156792	0.843208	0.960848	0.039152	
10179000	-7.901196	194	2.806511	2.806511	0.049166	0.950834	0.998129	0.001871	
10180000	-9.124428	443	1.526002	1.526002	0.049425	0.950575	0.979035	0.020965	
10181000	-10.354422	308	0.885565	0.885565	0.006719	0.993281	0.998156	0.001844	
10182000	-7.276329	295	2.966223	2.966223	0.041149	0.958851	0.672214	0.327786	
10183000	-10.454815	337	1.098233	1.098233	0.018925	0.981075	0.803242	0.196758	
10184000	-9.596132	165	1.662107	1.662107	0.027966	0.972034	0.793626	0.206374	
10185000	-9.357329	257	1.428281	1.428281	0.029868	0.970132	0.991526	0.008474	
10186000	-9.277710	487	1.410211	1.410211	0.024664	0.975336	0.988999	0.011001	
10187000	-7.708443	489	3.779761	3.779761	0.136800	0.863200	0.992802	0.007198	
10188000	-7.148952	145	2.992245	2.992245	0.069657	0.930343	0.842926	0.157074	
10189000	-7.536175	240	4.249059	4.249059	0.112338	0.887662	0.840250	0.159750	
10190000	-9.428598	90	1.695626	1.695626	0.025582	0.974418	0.987450	0.012550	
10191000	-11.699811	67	0.518945	0.518945	0.002791	0.997209	0.999628	0.000372	
10192000	-9.171328	220	1.527826	1.527826	0.020030	0.979970	0.989989	0.010011	
10193000	-13.028963	490	0.387137	0.387137	0.004138	0.995862	0.750931	0.249069	
10194000	-11.863421	491	0.378843	0.378843	0.001502	0.998498	0.997074	0.002926	
10195000	-8.277154	205	2.415083	2.415083	0.052389	0.947611	0.811539	0.188461	
10196000	-8.702679	356	2.467216	2.467216	0.101026	0.898974	0.977400	0.022600	
10197000	-8.682619	161	1.756148	1.756148	0.042908	0.957092	0.898053	0.101947	
10198000	-8.782328	194	1.595757	1.595757	0.016779	0.983221	0.999416	0.000584	
10199000	-7.310358	321	5.029338	5.029338	0.230035	0.769965	0.990447	0.009553	
10200000	-8.080843	135	1.796886	1.796886	0.058052	0.941948	0.995131	0.004869	
10201000	-9.150376	80	1.176491	1.176491	0.010767	0.989233	0.988433	0.011567	
10202000	-9.327011	214	1.827426	1.827426	0.023578	0.976422	0.992576	0.007424	
10203000	-7.958130	109	2.911723	2.911723	0.089190	0.910810	0.773183	0.226817	
10204000	-7.550846	335	4.125995	4.125995	0.139970	0.860030	0.983936	0.016064	
10205000	-8.452668	209	2.741432	2.741432	0.052850	0.947150	0.977289	0.022711	
10206000	-8.238669	262	2.616162	2.616162	0.073340	0.926660	0.998984	0.001016	
10207000	-8.289886	245	2.534409	2.534409	0.067958	0.932042	0.888076	0.111924	
10208000	-7.957019	388	2.776980	2.776980	0.090648	0.909352	0.964609	0.035391	
10209000	-8.911723	290	1.352530	1.352530	0.015743	0.984257	0.999522	0.000478	
10210000	-7.829334	404	4.534651	4.534651	0.187983	0.812017	0.937540	0.062460	
10211000	-8.192520	189	1.707304	1.707304	0.041378	0.958622	0.995548	0.004452	
10212000	-10.832942	28	0.832101	0.832101	0.005609	0.994391	0.997720	0.002280	
10213000	-8.909039	243	1.312114	1.312114	0.032492	0.967508	0.889541	0.110459	
10214000	-7.887459	294	2.565623	2.565623	0.074601	0.925399	0.987874	0.012126	
10215000	-9.631312	310	0.979113	0.979113	0.012928	0.987072	0.994125	0.005875	
10216000	-8.271371	86	1.614943	1.614943	0.020275	0.979725	0.992775	0.007225	
10217000	-7.862495	396	4.280985	4.280985	0.218649	0.781351	0.960358	0.039642	
10218000	-10.832228	368	0.648010	0.648010	0.002625	0.997375	0.995221	0.004779	
10219000	-7.658795	403	4.468373	4.468373	0.222128	0.777872	0.810457	0.189543	
10220000	-8.662970	81	2.866379	2.866379	0.085989	0.914011	0.984441	0.015559	
10221000	-8.106968	458	2.937071	2.937071	0.076505	0.923495	0.991245	0.008755	
10222000	-7.857757	222	4.265838	4.265838	0.103350	0.896650	0.854508	0.145492	
10223000	-8.533107	227	2.223809	2.223809	0.044037	0.955963	0.804223	0.195777	
10224000	-8.735753	296	1.505743	1.505743	0.022717	0.977283	0.976348	0.023652	
10225000	-8.193590	143	3.483892	3.483892	0.160596	0.839404	0.956326	0.043674	
10226000	-7.271541	82	3.232091	3.232091	0.099835	0.900165	0.863074	0.136926	
10227000	-7.659453	86	2.525793	2.525793	0.047613	0.952387	0.988416	0.011584	
10228000	-9.571135	162	1.528343	1.528343	0.019646	0.980354	0.998398	0.001602	
10229000	-9.625916	406	1.391299	1.391299	0.027387	0.972613	0.999103	0.000897	
10230000	-8.257166	10	1.854450	1.854450	0.040461	0.959539	0.981231	0.018769	
10231000	-8.754078	475	1.995067	1.995067	0.027719	0.972281	0.991694	0.008306	
10232000	-8.124528	127	3.275626	3.275626	0.074656	0.925344	0.615092	0.384908	
10233000	-8.190327	416	3.049725	3.049725	0.122894	0.877106	0.982844	0.017156	
10234000	-8.387671	358	2.778134	2.778134	0.069218	0.930782	0.976314	0.023686	
10235000	-7.345940	460	6.680321	6.680321	0.245903	0.754097	0.989469	0.010531	
10236000	-8.297786	336	2.181473	2.181473	0.052518	0.947482	0.979607	0.020393	
10237000	-9.539233	44	1.363369	1.363369	0.011736	0.988264	0.635997	0.364003	
10238000	-7.413917	278	3.389517	3.389517	0.084161	0.915839	0.995537	0.004463	
10239000	-8.376041	403	1.798607	1.798607	0.053217	0.946783	0.834642	0.165358	
10240000	-7.644259	332	3.998553	3.998553	0.110896	0.889104	0.973119	0.026881	
10241000	-10.200047	471	0.881617	0.881617	0.004271	0.995729	0.994839	0.005161	
10242000	-8.198106	241	1.750458	1.750458	0.024184	0.975816	0.997042	0.002958	
10243000	-9.709324	349	1.083618	1.083618	0.007930	0.992070	0.997658	0.002342	
10244000	-9.218663	218	1.289869	1.289869	0.009865	0.990135	0.988818	0.011182	
10245000	-9.624755	281	0.953462	0.953462	0.004626	0.995374	0.996022	0.003978	
10246000	-8.549144	3	2.184478	2.184478	0.040731	0.959269	0.983625	0.016375	
10247000	-8.377149	435	2.538295	2.538295	0.075110	0.924890	0.992256	0.007744	
10248000	-9.817591	328	0.931279	0.931279	0.007091	0.992909	0.996172	0.003828	
10249000	-8.019287	497	2.526051	2.526051	0.069250	0.930750	0.994610	0.005390	
10250000	-7.984477	314	2.735090	2.735090	0.073460	0.926540	0.994706	0.005294	
10251000	-7.862225	329	4.570195	4.570195	0.193308	0.806692	0.959761	0.040239	
10252000	-8.957822	243	1.279221	1.279221	0.030997	0.969003	0.889608	0.110392	
10253000	-7.534068	30	2.761024	2.761024	0.079111	0.920889	0.996272	0.003728	
10254000	-7.889155	60	4.415438	4.415438	0.183298	0.816702	0.952000	0.048000	
10255000	-7.654355	233	3.891619	3.891619	0.083818	0.916182	0.978504	0.021496	
10256000	-7.420157	431	3.803761	3.803761	0.086440	0.913560	0.990201	0.009799	
10257000	-7.912120	252	2.722447	2.722447	0.086732	0.913268	0.985942	0.014058	
10258000	-8.766902	330	2.154309	2.154309	0.062105	0.937895	0.686236	0.313764	
10259000	-7.735098	129	3.388641	3.388641	0.072838	0.927162	0.986149	0.013851	
10260000	-7.301204	267	3.875723	3.875723	0.098625	0.901375	0.979624	0.020376	
10261000	-7.826742	158	2.964338	2.964338	0.086858	0.913142	0.981651	0.018349	
10262000	-9.235925	165	2.005820	2.005820	0.039410	0.960590	0.792386	0.207614	
10263000	-10.622817	476	0.809259	0.809259	0.003203	0.996797	0.998085	0.001915	
10264000	-7.557171	43	3.301586	3.301586	0.159914	0.840086	0.984237	0.015763	
10265000	-7.030167	400	3.926853	3.926853	0.051096	0.948904	0.995503	0.004497	
10266000	-8.197372	465	2.139065	2.139065	0.057527	0.942473	0.988992	0.011008	
10267000	-8.591411	345	2.019101	2.019101	0.037157	0.962843	0.824372	0.175628	
10268000	-8.574604	447	1.941340	1.941340	0.017131	0.982869	0.890158	0.109842	
10269000	-9.707955	219	1.237745	1.237745	0.037257	0.962743	0.997090	0.002910	
10270000	-7.930036	404	3.975213	3.975213	0.160067	0.839933	0.941037	0.058963	
10271000	-7.737888	67	4.856040	4.856040	0.163421	0.836579	0.995533	0.004467	
